Strategy_Type,Annual_Return
Quantitative,10.597379203070812
Quantitative,1.6562480962254877
Quantitative,9.202100130981052
Quantitative,3.9802128410100748
Quantitative,8.086720498134591
Quantitative,9.971969154902498
Quantitative,14.395661320263955
Quantitative,11.298681871907698
Quantitative,5.723095619298839
Quantitative,15.328945132289512
Quantitative,5.90536637231113
Quantitative,15.331529519848974
Quantitative,9.083912612940884
Quantitative,10.538712469056026
Quantitative,12.865360316095739
Quantitative,6.216791943079999
Quantitative,4.05852690456278
Quantitative,6.837111416971842
Quantitative,3.7624937463734014
Quantitative,-0.7412628775857737
Quantitative,12.04035785253844
Quantitative,14.198977085097134
Quantitative,10.80317927565032
Quantitative,5.285914836783314
Quantitative,5.579252643744653
Quantitative,14.599139121305884
Quantitative,15.227699991425247
Quantitative,8.259086575938872
Quantitative,16.14339712497899
Quantitative,6.169998779404134
Quantitative,7.878789555449512
Quantitative,3.867172931745065
Quantitative,0.22300820513492514
Quantitative,5.990648016828326
Quantitative,4.955534876404954
Quantitative,7.66921358052732
Quantitative,13.760920481393391
Quantitative,7.963509859514792
Quantitative,11.47296078968343
Quantitative,6.57148160103417
Quantitative,11.192828722507464
Quantitative,13.563097216881765
Quantitative,9.574049703686065
Quantitative,16.829689389499308
Quantitative,12.668119210866495
Quantitative,7.673180155389317
Quantitative,10.519784356471597
Quantitative,-3.3797001858947855
Quantitative,4.6550091514509315
Quantitative,16.740609169725182
Quantitative,13.882262300659889
Quantitative,16.64189878393762
Quantitative,12.199036817229144
Quantitative,7.538271425166155
Quantitative,8.95601170109316
Quantitative,8.543280574268008
Quantitative,6.384895677537729
Quantitative,11.516472064228385
Quantitative,6.159611321339969
Quantitative,8.79278402540432
Quantitative,11.251087501532739
Quantitative,3.653550274939355
Quantitative,3.857240411368821
Quantitative,13.102249439036726
Quantitative,2.3910419352660535
Quantitative,5.214079608242871
Quantitative,11.719609134861187
Quantitative,7.459641811859864
Quantitative,5.262212357471865
Quantitative,-0.3426752083174023
Quantitative,13.78047035083463
Quantitative,7.4329783094985755
Quantitative,7.919561995999865
Quantitative,9.749387109310813
Quantitative,15.444549030346959
Quantitative,8.968260084396608
Quantitative,6.272455351867969
Quantitative,9.53487395557952
Quantitative,14.483833749815629
Quantitative,2.80383749645683
Quantitative,7.037806972795004
Quantitative,1.2699705268600159
Quantitative,8.406973436451333
Quantitative,16.296129614398364
Quantitative,4.15113254046199
Quantitative,8.131970971805172
Quantitative,10.607982637119584
Quantitative,10.095520537999263
Quantitative,14.470484817100644
Quantitative,5.807004492625548
Quantitative,4.840172164851844
Quantitative,4.350356005287547
Quantitative,8.912459554187322
Quantitative,6.335419605948433
Quantitative,7.040154641393502
Quantitative,3.536245121933712
Quantitative,20.325544397181467
Quantitative,8.663874746836369
Quantitative,7.0133698756602225
Quantitative,21.32572100030007
Quantitative,10.22250711732914
Quantitative,5.521895902355308
Quantitative,10.755865579561924
Quantitative,13.441328865375537
Quantitative,9.04686943427462
Quantitative,2.8448907934551535
Quantitative,3.131373504730078
Quantitative,3.5682176810373925
Quantitative,15.780308420509598
Quantitative,14.993284322756598
Quantitative,1.8615439116525803
Quantitative,-1.1554571392279467
Quantitative,2.291461810869187
Quantitative,5.821875727019826
Quantitative,7.714621598489846
Quantitative,5.419564707790663
Quantitative,5.558798588693055
Quantitative,13.203523989833137
Quantitative,6.033940547267275
Quantitative,3.505954273552918
Quantitative,10.534111432082963
Quantitative,7.442788280324937
Quantitative,3.3097779142190555
Quantitative,16.608498119868457
Quantitative,13.53068339808337
Quantitative,13.121413459229851
Quantitative,4.6371643384485175
Quantitative,3.842373781385519
Quantitative,5.674120388093183
Quantitative,10.359971934227065
Quantitative,5.862827138273213
Quantitative,9.356143983410842
Quantitative,4.847215581079771
Quantitative,13.982056931909245
Quantitative,9.154200774311485
Quantitative,12.995450119318823
Quantitative,7.829361595890051
Quantitative,4.009477458153342
Quantitative,0.4314742430389922
Quantitative,8.531162634840044
Quantitative,7.534129466299309
Quantitative,4.471831389065727
Quantitative,10.426769968256242
Quantitative,4.28461493071393
Quantitative,8.06418301306044
Quantitative,8.528940457221447
Quantitative,8.933570766709064
Quantitative,11.262685339017459
Quantitative,-0.273180585163578
Quantitative,0.9210827276209486
Quantitative,6.273862312572229
Quantitative,11.1782916865891
Quantitative,7.71469141218962
Quantitative,-4.995558916153584
Quantitative,5.063860614231729
Quantitative,7.865469793330503
Quantitative,5.669477293622519
Quantitative,8.736711600809526
Quantitative,18.259456463129826
Quantitative,-2.2379807008319794
Quantitative,2.837550067589098
Quantitative,3.6828892250480525
Quantitative,5.8382383250538314
Quantitative,8.154061082729141
Quantitative,10.17510079755597
Quantitative,6.350685432967052
Quantitative,10.559923345296856
Quantitative,4.998639404250067
Quantitative,-1.547212793127425
Quantitative,17.407988560805713
Quantitative,17.28621998317483
Quantitative,10.146973398330514
Quantitative,9.463663333527172
Quantitative,3.9130678816630002
Quantitative,2.527193659210794
Quantitative,6.54309153275424
Quantitative,8.829486137859256
Quantitative,3.0102517616723503
Quantitative,6.615151569216906
Quantitative,8.349644172599547
Quantitative,8.287114158726498
Quantitative,14.871630186280626
Quantitative,6.807643266232957
Quantitative,14.225998737861321
Quantitative,13.726177046014195
Quantitative,16.126064978787458
Quantitative,11.199038054533833
Quantitative,6.830598090368409
Quantitative,-3.016722943631274
Quantitative,-1.3945334507675877
Quantitative,6.421458072979042
Quantitative,11.104444135794122
Quantitative,10.78106311104029
Quantitative,3.537948311810503
Quantitative,1.6084026448017914
Quantitative,16.18221350670907
Quantitative,6.165751486824535
Quantitative,3.0759053297777417
Quantitative,-1.1092041446882845
Quantitative,11.287009188496
Quantitative,13.234927048260776
Quantitative,12.906761880524517
Quantitative,17.24152300191799
Quantitative,2.041527324966512
Quantitative,13.957253451294957
Quantitative,14.947209678862283
Quantitative,10.462833302321712
Quantitative,11.136998607340802
Quantitative,9.391826935958886
Quantitative,12.786932220785086
Quantitative,5.656683151648643
Quantitative,3.78350880146668
Quantitative,11.630864303729666
Quantitative,2.2206740971220755
Quantitative,4.308289557083424
Quantitative,8.839473206691794
Quantitative,6.608018315488095
Quantitative,0.6100071680671819
Quantitative,4.336225139946943
Quantitative,7.320010031103356
Quantitative,3.2730439342191344
Quantitative,1.5611644011626673
Quantitative,3.841398179586827
Quantitative,0.04640136855794985
Quantitative,11.34614992640529
Quantitative,3.9204725493475188
Quantitative,13.159142091568409
Quantitative,2.117212368814137
Quantitative,5.092455676905271
Quantitative,0.3437390206077744
Quantitative,16.280596993569606
Quantitative,13.350333289372582
Quantitative,14.580839054115547
Quantitative,14.446414680827685
Quantitative,5.646053685195916
Quantitative,4.145808175487445
Quantitative,10.678301240318529
Quantitative,-1.8493052907734686
Quantitative,8.23961340258374
Quantitative,13.671272815108583
Quantitative,9.958622213870155
Quantitative,3.624094022247287
Quantitative,4.333150969334712
Quantitative,9.824379748395565
Quantitative,8.765216314036644
Quantitative,-1.2892445763181755
Quantitative,11.458991379939578
Quantitative,3.26263111497265
Quantitative,14.481651983983639
Quantitative,-2.2658780120507487
Quantitative,12.083344774520686
Quantitative,5.676827566794972
Quantitative,11.327405919659597
Quantitative,14.714453355754824
Quantitative,8.062248361546052
Quantitative,8.056559861813277
Quantitative,4.779111086712344
Quantitative,14.631482122717317
Quantitative,4.397199352475269
Quantitative,14.582240577430753
Quantitative,10.832872014533418
Quantitative,8.691474958797313
Quantitative,0.7403529626399203
Quantitative,8.07890023047888
Quantitative,6.444101519801213
Quantitative,14.05552537875164
Quantitative,4.73510598619016
Quantitative,9.338620715926131
Quantitative,10.411032297358059
Quantitative,13.53387523184054
Quantitative,13.687998508736655
Quantitative,11.076164603604695
Quantitative,-1.0612275438673464
Quantitative,8.163722375020164
Quantitative,10.180489191409059
Quantitative,11.21837866493848
Quantitative,11.799453503552666
Quantitative,8.276124107285495
Quantitative,2.7757374130447836
Quantitative,12.87339164721119
Quantitative,7.323134544441059
Quantitative,4.940550819838917
Quantitative,6.3517572704712455
Quantitative,8.068748835634496
Quantitative,13.05158414370216
Quantitative,6.463092369015115
Quantitative,7.665327148346701
Quantitative,11.930764168431132
Quantitative,10.87669927778588
Quantitative,1.853767536213831
Quantitative,15.252897053353667
Quantitative,11.284228290843998
Quantitative,15.169840835053996
Quantitative,5.717065807202115
Quantitative,9.230921223207755
Quantitative,6.014893440405794
Quantitative,8.130784606459363
Quantitative,5.304310980599043
Quantitative,4.375110947456584
Quantitative,8.761251368909491
Quantitative,16.5119033159718
Quantitative,6.253534229041481
Quantitative,12.828246159292942
Quantitative,11.153202374667998
Quantitative,8.272960113921988
Quantitative,6.9695117470415004
Quantitative,13.172596171994787
Quantitative,10.648824540611628
Quantitative,15.514070388424528
Quantitative,2.644639390048347
Quantitative,8.17969217019086
Quantitative,3.2846260247505743
Quantitative,3.9731744617642404
Quantitative,4.603674787822685
Quantitative,3.7266968762795063
Quantitative,1.042943301704585
Quantitative,11.305462555013861
Quantitative,2.1053991695707994
Quantitative,16.132312302547813
Quantitative,4.55342668216114
Quantitative,1.9725310683223913
Quantitative,14.375629304842562
Quantitative,11.091176525495225
Quantitative,2.3038215860334432
Quantitative,3.4068906372624177
Quantitative,16.448592889640302
Quantitative,2.3558994326609524
Quantitative,6.429900105621994
Quantitative,6.677698481101039
Quantitative,14.157932467967747
Quantitative,13.996103832697978
Quantitative,8.907080143871747
Quantitative,3.1526738105434173
Quantitative,7.799748757881752
Quantitative,11.661527486922239
Quantitative,4.755568602542617
Quantitative,14.699311694883326
Quantitative,7.800670585516161
Quantitative,13.063893274895017
Quantitative,10.307517918082253
Quantitative,8.982977591466645
Quantitative,8.917815274183111
Quantitative,6.667789466811982
Quantitative,8.418353756746441
Quantitative,18.085627221758322
Quantitative,15.057706104420351
Quantitative,6.710250043053325
Quantitative,4.824690895918864
Quantitative,1.3480980693106321
Quantitative,13.60538066404039
Quantitative,-2.9914322855951063
Quantitative,9.915321113678822
Quantitative,5.436328654410489
Quantitative,8.023381671535056
Quantitative,7.189285781336972
Quantitative,14.008595717083338
Quantitative,8.884100997035215
Quantitative,12.166484847634624
Quantitative,12.581011281186502
Quantitative,5.799709543869896
Quantitative,15.386749477280176
Quantitative,6.5703574117647
Quantitative,11.99887960616171
Quantitative,13.688384084253771
Quantitative,11.485926072514552
Quantitative,9.999137339783989
Quantitative,10.364524968174463
Quantitative,11.849654457143295
Quantitative,6.365608563971642
Quantitative,8.883840390740897
Quantitative,15.158355772454417
Quantitative,3.856571684337112
Quantitative,4.909695638465871
Quantitative,13.634045399279984
Quantitative,3.8666389928238933
Quantitative,15.488753108799099
Quantitative,8.587845786083397
Quantitative,9.125937315313244
Quantitative,8.23260959006038
Quantitative,14.053560208248001
Quantitative,2.6625623136222245
Quantitative,3.847174892574225
Quantitative,8.900013586115204
Quantitative,10.95780512034061
Quantitative,5.543030454216317
Quantitative,10.268174485775397
Quantitative,11.706092950349621
Quantitative,13.492896692355636
Quantitative,2.3219701508462425
Quantitative,3.4420376501803496
Quantitative,6.220321407794042
Quantitative,11.534027245244179
Quantitative,7.776131339080864
Quantitative,12.325831202652786
Quantitative,13.684523606346065
Quantitative,0.618733764360714
Quantitative,8.901820314889157
Quantitative,6.737408382951717
Quantitative,-3.789597670489959
Quantitative,10.331278268492945
Quantitative,15.10189444938856
Quantitative,6.787882210024217
Quantitative,4.932447193612658
Quantitative,13.443858419110004
Quantitative,8.60454321233768
Quantitative,9.98932618430016
Quantitative,9.423548153282887
Quantitative,16.145516471292666
Quantitative,0.6202408869194382
Quantitative,15.28689472426304
Quantitative,9.430121828427698
Quantitative,16.577355079040153
Quantitative,9.143617286854976
Quantitative,11.62129439697023
Quantitative,11.982573201520712
Quantitative,7.3770859620330045
Quantitative,9.334678514368193
Quantitative,11.469286352713212
Quantitative,10.565532204462395
Quantitative,8.242058936199292
Fundamental,-4.098297925449026
Fundamental,5.7062559988834325
Fundamental,7.245813905111475
Fundamental,2.1928440020441555
Fundamental,-2.701216750413616
Fundamental,8.722497109714926
Fundamental,6.062617470639559
Fundamental,7.273313450160909
Fundamental,9.38942422560046
Fundamental,4.952304296893519
Fundamental,4.546242823178424
Fundamental,6.415039344697363
Fundamental,3.8810447665511183
Fundamental,4.972610599226655
Fundamental,4.570581031023961
Fundamental,6.541272808711757
Fundamental,14.632173226940603
Fundamental,-2.70486888187153
Fundamental,3.9271251874928916
Fundamental,14.68026324787742
Fundamental,9.504024201259522
Fundamental,9.52407171022296
Fundamental,-0.286932117160168
Fundamental,4.315674354814832
Fundamental,8.751618117648608
Fundamental,3.304809984459597
Fundamental,-0.8003055492752704
Fundamental,11.12809855471972
Fundamental,15.145089674840218
Fundamental,7.6486403302297274
Fundamental,9.25348461144694
Fundamental,21.702862597141312
Fundamental,10.259960355420468
Fundamental,2.5331655659820638
Fundamental,10.245602694142788
Fundamental,8.246813127335322
Fundamental,6.784683804244801
Fundamental,7.397466568585788
Fundamental,6.510624664183964
Fundamental,-1.8103964723880246
Fundamental,11.253819727732022
Fundamental,6.6818388486163505
Fundamental,4.780349841957881
Fundamental,11.711973300273709
Fundamental,0.43934091494138805
Fundamental,4.217179325625167
Fundamental,13.158182141111848
Fundamental,6.477603287293537
Fundamental,7.102062686908287
Fundamental,11.643286476071516
Fundamental,7.912268562817027
Fundamental,3.7446835666910268
Fundamental,13.65051210385235
Fundamental,2.959757805998904
Fundamental,1.834185041331498
Fundamental,9.113882299485237
Fundamental,6.135207981932029
Fundamental,1.9796996788423833
Fundamental,0.4354244565351051
Fundamental,2.766778117196429
Fundamental,5.601818505527338
Fundamental,8.899411154464303
Fundamental,7.039659523058322
Fundamental,6.775934272017425
Fundamental,12.600732197053167
Fundamental,6.928518324056883
Fundamental,8.564621181144034
Fundamental,2.3633336737535515
Fundamental,1.5224683063682898
Fundamental,7.567389740354139
Fundamental,5.190195381923107
Fundamental,12.825166196395408
Fundamental,2.687319458297174
Fundamental,6.784764803604989
Fundamental,6.9441326359875175
Fundamental,0.8138287565309685
Fundamental,-1.3110687043318876
Fundamental,7.051458642216142
Fundamental,9.733257149448011
Fundamental,11.692925984926628
Fundamental,1.794818278412258
Fundamental,8.164496712984374
Fundamental,12.877884806831942
Fundamental,14.017129620164319
Fundamental,12.572416303745424
Fundamental,0.06095643745056023
Fundamental,6.553703451106978
Fundamental,7.337107920809356
Fundamental,-3.709028459325241
Fundamental,10.526659288560705
Fundamental,11.803115312578965
Fundamental,-0.8136373063155675
Fundamental,6.938061164576371
Fundamental,1.9401262175606266
Fundamental,9.02310636038284
Fundamental,7.708016487972422
Fundamental,-1.5170711560544419
Fundamental,1.130641993795618
Fundamental,18.441640146289956
Fundamental,13.515027094723578
Fundamental,8.852900328127564
Fundamental,10.125588059232559
Fundamental,3.565896907037171
Fundamental,2.9186723104566026
Fundamental,2.4350246133153983
Fundamental,3.9206453122678773
Fundamental,8.536421003822264
Fundamental,3.7375025815502747
Fundamental,5.585494442668599
Fundamental,-2.173653660037729
Fundamental,5.144549117341455
Fundamental,9.81721238566012
Fundamental,7.234654433993739
Fundamental,4.146212003089914
Fundamental,11.937394031157652
Fundamental,-1.5137069377901948
Fundamental,0.06856918016715419
Fundamental,-4.946003991528109
Fundamental,6.018253193360781
Fundamental,15.245832308892632
Fundamental,3.7642388758343
Fundamental,10.493091238674705
Fundamental,8.122467865208893
Fundamental,18.112111704994426
Fundamental,6.436070611514738
Fundamental,18.721634852817395
Fundamental,14.561246200731986
Fundamental,3.41955997117378
Fundamental,9.00203179150359
Fundamental,3.517889587435849
Fundamental,5.613132320379927
Fundamental,8.178808098328044
Fundamental,10.303721313620464
Fundamental,2.732539760106036
Fundamental,5.218479890682433
Fundamental,2.053558620642585
Fundamental,0.43794070955875597
Fundamental,7.135558491172748
Fundamental,4.960892165084383
Fundamental,7.145608290839617
Fundamental,7.543427900073942
Fundamental,12.536229545119344
Fundamental,10.712388232539421
Fundamental,2.522948542697004
Fundamental,14.242720804782667
Fundamental,-2.1919256089497328
Fundamental,0.9197356479774568
Fundamental,-0.697783592678606
Fundamental,5.1253205881138175
Fundamental,9.897190951399049
Fundamental,0.7793464995376409
Fundamental,16.071779376350257
Fundamental,-0.9183920595709125
Fundamental,5.741689648693026
Fundamental,9.207942657759183
Fundamental,1.241030819730435
Fundamental,3.8960598604144034
Fundamental,5.9310627566713245
Fundamental,9.14278279492795
Fundamental,3.7282725852834173
Fundamental,6.509823049600372
Fundamental,5.2578650941897465
Fundamental,3.9589194804109202
Fundamental,7.060297297520819
Fundamental,8.633828867327981
Fundamental,-0.0677736297399889
Fundamental,10.519262210112949
Fundamental,-2.122291881969854
Fundamental,-0.0988610177439826
Fundamental,10.909161109906947
Fundamental,-7.414639949716744
Fundamental,-2.860525873866175
Fundamental,9.97975483244794
Fundamental,11.059060239230396
Fundamental,1.3338162548557158
Fundamental,3.097303484968509
Fundamental,4.11470772640198
Fundamental,7.388277904584612
Fundamental,17.022010000999146
Fundamental,5.274046160658334
Fundamental,3.7474253347458824
Fundamental,11.476499812384542
Fundamental,2.245626323718641
Fundamental,11.214966475126193
Fundamental,9.872145808164458
Fundamental,-0.03465294152428022
Fundamental,3.3739589670756223
Fundamental,7.901704470024491
Fundamental,3.7406813741208254
Fundamental,7.930345738221961
Fundamental,-0.7761635623462002
Fundamental,4.3112919141384705
Fundamental,4.267801639780812
Fundamental,1.2027943641040268
Fundamental,7.588891451745975
Fundamental,5.083818753697321
Fundamental,2.041898579179303
Fundamental,9.919911768357045
Fundamental,2.101394359700363
Fundamental,-2.959467432015648
Fundamental,3.109987595578203
Fundamental,0.0005922367790658356
Fundamental,0.6959742739312125
Fundamental,14.09980939145146
Fundamental,13.02290623573814
Fundamental,4.578691025716049
Fundamental,9.193253734723694
Fundamental,-0.5772264435952881
Fundamental,5.323757744159295
Fundamental,9.068933395692826
Fundamental,2.943561175757786
Fundamental,7.156914702337962
Fundamental,8.818657949324974
Fundamental,6.3237748752852205
Fundamental,-3.781311457567332
Fundamental,15.818596315921566
Fundamental,10.437390489103938
Fundamental,8.491941330191635
Fundamental,-6.437858862523992
Fundamental,1.0354627573426134
Fundamental,9.849623425710808
Fundamental,1.629381777503343
Fundamental,5.527792282065433
Fundamental,7.067730399339401
Fundamental,0.37298560681761206
Fundamental,5.856220300769221
Fundamental,5.572617587020616
Fundamental,8.928620949341209
Fundamental,1.1202867735823236
Fundamental,-3.5338787499844777
Fundamental,3.3110913516703047
Fundamental,0.1776255638396007
Fundamental,7.498238350212
Fundamental,0.2998872015595939
Fundamental,0.9784407998880207
Fundamental,8.362471383323845
Fundamental,-0.0931363108363703
Fundamental,14.687533695073885
Fundamental,5.672998386029133
Fundamental,3.209069390837187
Fundamental,1.7795385087162892
Fundamental,11.491466963450657
Fundamental,5.04779169595057
Fundamental,2.97777822561156
Fundamental,4.510261179128676
Fundamental,2.737521178535097
Fundamental,5.448685781847232
Fundamental,13.419928371745865
Fundamental,5.079094464778152
Fundamental,12.350645556029182
Fundamental,8.131516731907208
Fundamental,2.147726575940649
Fundamental,1.7011388678101529
Fundamental,8.956658188944694
Fundamental,12.010679115212895
Fundamental,8.965255691187743
Fundamental,9.635312018584642
Fundamental,-2.0780474112224425
Fundamental,-5.17701189307741
Fundamental,-7.355185863159246
Fundamental,2.2542823731551875
Fundamental,-2.037293266075171
Fundamental,7.038403950551386
Fundamental,5.214486562336379
Fundamental,1.426954880228962
Fundamental,2.0384562720408157
Fundamental,15.849328715152474
Fundamental,4.613903778898558
Fundamental,3.1018493592187992
Fundamental,5.119785608342878
Fundamental,0.6570576377489452
Fundamental,-0.39385495613048427
Fundamental,4.462663660618853
Fundamental,11.98815096643359
Fundamental,5.456917650157762
Fundamental,8.066263906815948
Fundamental,5.073362451312242
Fundamental,12.25377928728388
Fundamental,12.85514025863307
Fundamental,8.570009713707769
Fundamental,2.8323732014219614
Fundamental,0.054063744809791814
Fundamental,7.316348151973465
Fundamental,17.40485617222685
Fundamental,21.043118533226448
Fundamental,3.770714070170442
Fundamental,-2.4472269362537418
Fundamental,5.603017114717275
Fundamental,2.088502499297343
Fundamental,4.369172604332909
Fundamental,6.405568252340555
Fundamental,6.381270252823345
Fundamental,4.330846907241192
Fundamental,5.453736651856882
Fundamental,6.33275051851483
Fundamental,15.750794628726139
Fundamental,0.10595781650711888
Fundamental,11.819470694946766
Fundamental,3.337808628002877
Fundamental,-0.7307212749453615
Fundamental,6.53345056295557
Fundamental,10.152394272448449
Fundamental,4.020923597148416
Fundamental,13.054587691253426
Fundamental,7.133926316607258
Fundamental,3.446256098425029
Fundamental,-2.2500865746289147
Fundamental,13.435430657475973
Fundamental,9.157262096305484
Fundamental,9.730554973913819
Fundamental,4.9168065123296465
Fundamental,9.027405619125151
Fundamental,2.895989218195303
Fundamental,10.379118750250996
Fundamental,1.2999126193865989
Fundamental,-4.810678193854413
Fundamental,4.408938808641957
Fundamental,5.190391812966111
Fundamental,8.79353356991249
Fundamental,6.7796919511193225
Fundamental,8.124358107590812
Fundamental,11.73215269844782
Fundamental,0.40873294054360265
Fundamental,4.42918651286098
Fundamental,11.36451809021763
Fundamental,10.148908193936649
Fundamental,9.915944879320953
Fundamental,-1.0665120418391636
Fundamental,4.919238300917353
Fundamental,13.024403174933987
Fundamental,5.8289692425328115
Fundamental,6.667026381718489
Fundamental,3.344923579680194
Fundamental,-0.42135382013902944
Fundamental,6.724232002594223
Fundamental,-0.5338898380831081
Fundamental,19.164685508864252
Fundamental,0.890276924055251
Fundamental,7.191077831571234
Fundamental,10.627202417625497
Fundamental,6.733021243702161
Fundamental,10.376940629028638
Fundamental,7.3609163617929285
Fundamental,5.441446850275964
Fundamental,0.6191709991770349
Fundamental,3.382484106235644
Fundamental,9.697784555129335
Fundamental,3.9447226591566125
Fundamental,8.059376758253602
Fundamental,1.1350996724281694
Fundamental,11.341648496438562
Fundamental,10.676785003000223
Fundamental,3.614901113195591
Fundamental,-3.869140952682736
Fundamental,7.881123893000542
Fundamental,5.435497069454835
Fundamental,16.009521154077405
Fundamental,-3.922474929183
Fundamental,2.2541901880541877
Fundamental,9.180252652000682
Fundamental,5.1179152063314355
Fundamental,-4.2980883448154295
Fundamental,4.635512906347581
Fundamental,12.133108649838164
Fundamental,4.825540348046731
Fundamental,9.690686755915038
Fundamental,12.068324793286532
Fundamental,6.745505956689779
Fundamental,8.98932273337299
Fundamental,-5.108639830098486
Fundamental,4.495932977544147
Fundamental,12.595384003589002
Fundamental,-4.490068042423664
Fundamental,2.886945523838116
Fundamental,7.851313187830765
Fundamental,6.158168121412742
Fundamental,13.043190402307687
Fundamental,6.36379588836965
Fundamental,4.073412356672392
Fundamental,-1.5461117652560468
Fundamental,0.8615521980530811
Fundamental,7.682880286645353
Fundamental,6.527200582580134
Fundamental,-0.04354698922706657
Fundamental,11.956867511390474
Fundamental,3.9961576175322793
Fundamental,8.905169498508684
Fundamental,-0.5018855458665614
Fundamental,3.493552883522307
Fundamental,3.881318153290546
Fundamental,4.9034011245285125
Fundamental,-0.9411916470076687
Fundamental,0.5548394090005591
Fundamental,5.024263304704039
Fundamental,12.819068906834822
Fundamental,0.709609583197711
Fundamental,5.112190237233506
Fundamental,5.727548485561017
Fundamental,2.1543087367691998
Fundamental,-1.2495381289684886
Fundamental,14.07857893879576
Fundamental,4.680616873584365
Fundamental,8.897282208771019
Fundamental,6.2807275832676
Fundamental,8.044148411168544
Fundamental,-0.17001213706797103
Fundamental,1.4191434268867447
Fundamental,-3.3777677992026796
Fundamental,-1.9594272377383248
Fundamental,9.038153442307372
Fundamental,6.219729290807928
Fundamental,-1.7806678809945096
Fundamental,1.0510509879779857
Fundamental,-0.33552615536442865
Fundamental,13.837974438735817
Fundamental,2.201122351256409
Fundamental,8.275463801991672
Fundamental,2.9230389996260158
Fundamental,-1.4204552441764449
Fundamental,15.527392146148388
